Timestamp,Ref_Speed_100m,Ref_Dir_100m,Ref_Temp_2m,Ref_Pressure_hPa
2016-01-05T17:00:00Z,9.69,222.7,27.68,864.28
2016-01-05T18:00:00Z,10.51,228.1,27.24,864.11
2016-01-05T19:00:00Z,9.74,248.0,26.83,863.72
2016-01-05T20:00:00Z,8.54,258.8,25.29,863.11
2016-01-05T21:00:00Z,11.11,261.3,24.23,862.84
2016-01-05T22:00:00Z,9.04,258.2,23.97,862.57
2016-01-05T23:00:00Z,8.93,260.2,22.56,861.69
2016-01-06T00:00:00Z,10.19,251.7,22.84,862.01
2016-01-06T01:00:00Z,10.15,264.2,23.41,862.71
2016-01-06T02:00:00Z,13.62,263.3,23.59,862.65
2016-01-06T03:00:00Z,10.95,274.0,23.88,862.69
2016-01-06T04:00:00Z,8.29,260.2,24.72,862.69
2016-01-06T05:00:00Z,9.18,257.9,25.62,863.33
2016-01-06T06:00:00Z,9.73,254.4,27.44,864.47
2016-01-06T07:00:00Z,11.13,254.0,28.06,865.3
2016-01-06T08:00:00Z,8.94,246.2,28.72,865.65
2016-01-06T09:00:00Z,12.62,228.0,30.36,865.51
2016-01-06T10:00:00Z,14.0,224.5,31.01,865.87
2016-01-06T11:00:00Z,8.45,223.2,31.68,866.05
2016-01-06T12:00:00Z,11.42,220.0,31.07,865.83
2016-01-06T13:00:00Z,9.52,204.6,30.61,865.99
2016-01-06T14:00:00Z,8.29,214.4,30.66,865.8
2016-01-06T15:00:00Z,7.69,206.2,29.66,865.51
2016-01-06T16:00:00Z,6.52,223.3,29.77,865.61
2016-01-06T17:00:00Z,11.18,222.4,27.9,864.72
2016-01-06T18:00:00Z,8.8,227.2,27.28,864.61
2016-01-06T19:00:00Z,10.18,229.4,25.72,863.85
2016-01-06T20:00:00Z,11.14,230.1,24.7,863.1
2016-01-06T21:00:00Z,8.2,230.1,24.42,862.82
2016-01-06T22:00:00Z,10.3,217.7,24.04,863.26
2016-01-06T23:00:00Z,10.56,208.2,23.69,862.56
2016-01-07T00:00:00Z,11.4,202.9,22.82,862.22
2016-01-07T01:00:00Z,10.07,187.9,22.53,861.98
2016-01-07T02:00:00Z,11.06,181.8,22.9,862.52
2016-01-07T03:00:00Z,5.77,196.2,25.3,863.07
2016-01-07T04:00:00Z,10.71,189.3,24.74,863.14
2016-01-07T05:00:00Z,10.19,182.2,25.37,863.25
2016-01-07T06:00:00Z,9.36,188.7,26.96,863.92
2016-01-07T07:00:00Z,12.92,191.7,28.27,864.63
2016-01-07T08:00:00Z,10.38,197.4,28.76,864.29
2016-01-07T09:00:00Z,10.83,205.1,30.72,865.72
2016-01-07T10:00:00Z,13.76,206.0,29.67,865.38
2016-01-07T11:00:00Z,11.24,209.6,30.83,865.59
2016-01-07T12:00:00Z,12.44,218.8,30.62,865.39
2016-01-07T13:00:00Z,12.81,219.2,31.36,866.05
2016-01-07T14:00:00Z,8.84,218.4,31.38,865.9
2016-01-07T15:00:00Z,7.35,211.8,29.93,865.75
2016-01-07T16:00:00Z,11.21,218.4,28.26,864.89
2016-01-07T17:00:00Z,6.39,236.1,28.23,864.18
2016-01-07T18:00:00Z,10.66,233.1,26.35,864.08
2016-01-07T19:00:00Z,9.91,215.5,26.55,864.13
2016-01-07T20:00:00Z,9.52,220.7,25.34,863.33
2016-01-07T21:00:00Z,9.58,219.4,22.77,862.55
2016-01-07T22:00:00Z,8.08,218.1,24.64,862.92
2016-01-07T23:00:00Z,8.6,217.1,23.93,862.66
2016-01-08T00:00:00Z,10.5,208.7,23.86,862.74
2016-01-08T01:00:00Z,10.67,211.1,22.8,862.3
2016-01-08T02:00:00Z,7.5,204.7,22.99,862.07
2016-01-08T03:00:00Z,10.53,206.2,24.14,862.74
2016-01-08T04:00:00Z,12.68,204.2,24.65,863.22
2016-01-08T05:00:00Z,7.8,188.3,26.07,863.53
2016-01-08T06:00:00Z,9.65,199.7,27.69,864.0
2016-01-08T07:00:00Z,12.32,193.3,27.42,864.72
2016-01-08T08:00:00Z,10.09,191.0,28.02,864.79
2016-01-08T09:00:00Z,8.11,188.6,30.17,865.05
2016-01-08T10:00:00Z,7.94,193.5,30.5,865.78
2016-01-08T11:00:00Z,15.21,196.8,30.71,865.59
2016-01-08T12:00:00Z,12.98,196.8,31.26,865.92
2016-01-08T13:00:00Z,8.46,188.8,29.99,865.43
2016-01-08T14:00:00Z,6.99,187.4,30.76,866.46
2016-01-08T15:00:00Z,5.26,185.3,30.59,865.78
2016-01-08T16:00:00Z,9.01,198.2,29.53,865.18
2016-01-08T17:00:00Z,7.04,200.5,28.23,864.21
2016-01-08T18:00:00Z,7.78,194.7,26.82,864.18
2016-01-08T19:00:00Z,7.47,191.5,26.28,863.7
2016-01-08T20:00:00Z,10.79,186.6,24.95,863.26
2016-01-08T21:00:00Z,8.94,173.6,24.02,862.55
2016-01-08T22:00:00Z,8.31,179.3,24.31,862.89
2016-01-08T23:00:00Z,9.31,182.1,23.82,862.71
2016-01-09T00:00:00Z,9.67,182.7,22.24,861.46
2016-01-09T01:00:00Z,12.7,184.7,22.68,862.44
2016-01-09T02:00:00Z,6.54,196.0,23.02,862.26
2016-01-09T03:00:00Z,11.62,185.6,24.3,863.16
2016-01-09T04:00:00Z,11.87,170.3,24.73,862.92
2016-01-09T05:00:00Z,11.36,177.9,26.8,863.85
2016-01-09T06:00:00Z,10.46,176.3,25.98,863.7
2016-01-09T07:00:00Z,10.44,176.2,29.13,864.8
2016-01-09T08:00:00Z,10.93,168.9,28.16,865.18
2016-01-09T09:00:00Z,11.45,153.5,29.97,865.23
2016-01-09T10:00:00Z,9.71,153.4,31.09,865.65
2016-01-09T11:00:00Z,12.4,164.6,31.01,865.66
2016-01-09T12:00:00Z,9.72,159.1,30.7,865.66
2016-01-09T13:00:00Z,13.13,164.4,31.14,866.32
2016-01-09T14:00:00Z,7.83,178.2,31.45,865.81
2016-01-09T15:00:00Z,11.77,174.9,29.87,865.02
2016-01-09T16:00:00Z,11.14,170.1,29.13,865.42
2016-01-09T17:00:00Z,7.81,176.4,27.33,864.55
2016-01-09T18:00:00Z,11.01,171.4,26.4,864.0
2016-01-09T19:00:00Z,6.48,175.7,25.81,863.67
2016-01-09T20:00:00Z,10.37,177.1,24.86,863.05
2016-01-09T21:00:00Z,7.36,177.9,24.82,862.87
2016-01-09T22:00:00Z,9.62,178.5,23.34,862.34
2016-01-09T23:00:00Z,4.62,175.6,24.73,863.19
2016-01-10T00:00:00Z,6.6,181.2,22.05,861.79
2016-01-10T01:00:00Z,6.57,196.8,23.36,862.04
2016-01-10T02:00:00Z,6.89,194.2,22.84,861.52
2016-01-10T03:00:00Z,7.5,203.2,24.37,863.12
2016-01-10T04:00:00Z,11.69,212.3,25.1,862.98
2016-01-10T05:00:00Z,8.88,221.8,26.19,863.45
2016-01-10T06:00:00Z,10.94,219.7,27.66,864.47
2016-01-10T07:00:00Z,11.65,218.3,27.3,864.3
2016-01-10T08:00:00Z,10.4,210.9,28.62,865.26
2016-01-10T09:00:00Z,8.24,200.6,28.81,864.79
2016-01-10T10:00:00Z,9.15,201.0,30.55,865.73
2016-01-10T11:00:00Z,10.59,202.8,29.47,865.29
2016-01-10T12:00:00Z,10.08,212.9,30.25,865.51
2016-01-10T13:00:00Z,13.46,220.2,31.46,866.05
2016-01-10T14:00:00Z,12.21,227.0,30.55,865.64
2016-01-10T15:00:00Z,9.53,232.7,30.68,864.98
2016-01-10T16:00:00Z,8.32,230.4,29.03,865.05
2016-01-10T17:00:00Z,10.35,230.1,27.62,864.86
2016-01-10T18:00:00Z,7.78,233.7,26.71,863.84
2016-01-10T19:00:00Z,9.58,232.9,26.11,863.34
2016-01-10T20:00:00Z,6.93,240.0,25.45,863.97
2016-01-10T21:00:00Z,8.75,229.8,23.1,861.99
2016-01-10T22:00:00Z,7.27,233.6,24.78,862.53
2016-01-10T23:00:00Z,9.03,242.8,22.44,862.14
2016-01-11T00:00:00Z,9.49,252.4,22.55,862.33
2016-01-11T01:00:00Z,12.14,264.9,21.98,862.56
2016-01-11T02:00:00Z,9.48,262.4,22.54,861.97
2016-01-11T03:00:00Z,9.05,276.0,24.13,862.96
2016-01-11T04:00:00Z,8.83,272.2,25.49,863.77
2016-01-11T05:00:00Z,10.38,263.0,26.39,863.89
2016-01-11T06:00:00Z,10.31,279.7,27.04,863.84
2016-01-11T07:00:00Z,11.64,283.9,28.3,864.81
2016-01-11T08:00:00Z,10.67,285.6,28.48,865.15
2016-01-11T09:00:00Z,14.81,277.3,29.89,865.19
2016-01-11T10:00:00Z,12.16,288.5,31.01,865.54
2016-01-11T11:00:00Z,7.65,285.9,31.14,865.86
2016-01-11T12:00:00Z,11.56,302.5,31.39,866.09
2016-01-11T13:00:00Z,11.51,295.9,31.23,865.9
2016-01-11T14:00:00Z,11.09,300.0,30.7,865.95
2016-01-11T15:00:00Z,11.26,306.8,30.44,865.31
2016-01-11T16:00:00Z,9.48,302.3,28.8,864.96
2016-01-11T17:00:00Z,7.89,292.7,27.52,864.08
2016-01-11T18:00:00Z,8.16,290.5,27.59,864.35
2016-01-11T19:00:00Z,10.22,303.6,26.61,863.96
2016-01-11T20:00:00Z,8.14,306.3,24.31,862.68
2016-01-11T21:00:00Z,5.98,306.8,24.01,862.85
2016-01-11T22:00:00Z,9.4,305.2,22.71,861.92
2016-01-11T23:00:00Z,7.26,306.1,24.34,862.92
2016-01-12T00:00:00Z,10.23,295.9,22.93,862.09
2016-01-12T01:00:00Z,11.15,280.4,23.31,862.65
2016-01-12T02:00:00Z,8.66,277.8,23.71,862.6
2016-01-12T03:00:00Z,10.46,289.8,24.64,863.25
2016-01-12T04:00:00Z,10.85,291.7,25.16,863.47
2016-01-12T05:00:00Z,10.66,293.8,25.28,862.71
2016-01-12T06:00:00Z,10.94,320.3,27.39,864.64
2016-01-12T07:00:00Z,11.18,329.9,28.78,864.71
2016-01-12T08:00:00Z,9.76,322.6,29.14,865.14
2016-01-12T09:00:00Z,13.74,320.9,29.91,865.92
2016-01-12T10:00:00Z,12.11,315.9,30.65,865.85
2016-01-12T11:00:00Z,10.72,315.2,31.73,866.67
2016-01-12T12:00:00Z,8.97,321.8,30.59,865.9
2016-01-12T13:00:00Z,8.76,315.0,30.53,865.38
2016-01-12T14:00:00Z,11.92,319.9,30.57,865.95
2016-01-12T15:00:00Z,9.89,317.0,29.1,864.98
2016-01-12T16:00:00Z,7.23,321.7,29.1,864.34
2016-01-12T17:00:00Z,7.81,317.6,27.35,864.23
2016-01-12T18:00:00Z,12.99,316.3,27.37,864.41
2016-01-12T19:00:00Z,8.35,315.6,25.65,863.05
2016-01-12T20:00:00Z,6.43,311.0,25.19,863.05
2016-01-12T21:00:00Z,7.74,320.6,24.83,863.01
2016-01-12T22:00:00Z,11.57,324.6,24.11,863.07
2016-01-12T23:00:00Z,11.07,329.4,22.84,862.5
2016-01-13T00:00:00Z,8.06,331.9,22.75,862.39
2016-01-13T01:00:00Z,7.68,322.4,23.07,862.13
2016-01-13T02:00:00Z,9.53,326.7,23.51,862.28
2016-01-13T03:00:00Z,9.67,321.1,24.68,863.13
2016-01-13T04:00:00Z,8.56,320.9,24.33,862.98
2016-01-13T05:00:00Z,6.8,319.1,26.24,863.74
2016-01-13T06:00:00Z,8.81,324.4,26.72,864.0
2016-01-13T07:00:00Z,8.39,331.2,28.11,864.32
2016-01-13T08:00:00Z,11.91,328.9,28.43,864.29
2016-01-13T09:00:00Z,7.88,308.7,29.44,864.91
2016-01-13T10:00:00Z,8.23,316.2,29.61,865.71
2016-01-13T11:00:00Z,10.26,317.7,31.3,866.15
2016-01-13T12:00:00Z,10.62,324.8,31.34,866.09
2016-01-13T13:00:00Z,10.09,320.9,30.58,865.82
2016-01-13T14:00:00Z,8.67,311.3,29.77,864.88
2016-01-13T15:00:00Z,8.7,323.4,29.86,865.18
2016-01-13T16:00:00Z,8.67,335.8,28.67,864.75
2016-01-13T17:00:00Z,8.16,331.9,28.31,864.39
2016-01-13T18:00:00Z,9.63,329.9,26.84,863.64
2016-01-13T19:00:00Z,8.26,341.8,26.46,863.86
2016-01-13T20:00:00Z,7.82,349.2,24.76,862.87
2016-01-13T21:00:00Z,9.8,341.7,24.43,863.4
2016-01-13T22:00:00Z,8.42,343.6,23.13,862.03
2016-01-13T23:00:00Z,7.82,344.6,23.37,862.91
2016-01-14T00:00:00Z,4.24,341.5,22.64,862.15
2016-01-14T01:00:00Z,8.75,339.4,23.38,863.17
2016-01-14T02:00:00Z,11.39,347.5,23.74,863.17
2016-01-14T03:00:00Z,10.6,344.6,24.19,862.66
2016-01-14T04:00:00Z,5.42,342.9,24.07,862.88
2016-01-14T05:00:00Z,8.82,338.5,25.92,863.84
2016-01-14T06:00:00Z,8.67,343.8,28.11,864.55
2016-01-14T07:00:00Z,8.56,345.5,27.16,864.27
2016-01-14T08:00:00Z,9.82,350.9,29.09,865.02
2016-01-14T09:00:00Z,8.77,332.9,29.36,865.33
2016-01-14T10:00:00Z,10.48,335.7,29.98,865.43
2016-01-14T11:00:00Z,7.86,332.1,31.06,865.62
2016-01-14T12:00:00Z,7.53,331.6,30.86,866.18
2016-01-14T13:00:00Z,12.49,322.0,31.22,866.48
2016-01-14T14:00:00Z,11.66,333.4,30.53,865.73
2016-01-14T15:00:00Z,12.3,340.7,29.65,865.49
2016-01-14T16:00:00Z,12.88,343.0,28.65,864.78
2016-01-14T17:00:00Z,9.76,339.5,29.19,864.46
2016-01-14T18:00:00Z,8.05,329.6,26.46,863.64
2016-01-14T19:00:00Z,8.85,319.3,25.58,863.58
2016-01-14T20:00:00Z,8.24,336.1,24.62,862.95
2016-01-14T21:00:00Z,6.91,329.1,24.14,862.88
2016-01-14T22:00:00Z,9.8,325.4,24.39,862.22
2016-01-14T23:00:00Z,7.53,320.6,23.44,862.33
2016-01-15T00:00:00Z,8.37,325.0,22.11,862.23
2016-01-15T01:00:00Z,10.52,338.4,23.88,862.51
2016-01-15T02:00:00Z,15.37,334.5,23.82,862.47
2016-01-15T03:00:00Z,14.96,328.1,23.44,862.75
2016-01-15T04:00:00Z,13.27,322.2,25.54,863.36
2016-01-15T05:00:00Z,10.7,318.9,25.28,863.29
2016-01-15T06:00:00Z,12.8,328.3,27.39,864.8
2016-01-15T07:00:00Z,11.36,316.0,27.74,863.99
2016-01-15T08:00:00Z,13.64,331.0,27.92,864.48
2016-01-15T09:00:00Z,8.73,335.4,29.53,864.83
2016-01-15T10:00:00Z,8.45,330.0,30.57,865.98
2016-01-15T11:00:00Z,9.77,320.0,31.16,865.94
2016-01-15T12:00:00Z,4.18,319.4,31.49,866.0
2016-01-15T13:00:00Z,11.43,323.5,30.55,866.14
2016-01-15T14:00:00Z,11.47,321.0,30.6,866.49
2016-01-15T15:00:00Z,7.49,328.1,29.68,864.87
2016-01-15T16:00:00Z,9.29,330.0,28.27,864.62
2016-01-15T17:00:00Z,9.92,342.0,28.58,864.77
2016-01-15T18:00:00Z,9.77,342.5,27.55,864.24
2016-01-15T19:00:00Z,12.77,329.3,26.57,863.93
2016-01-15T20:00:00Z,6.61,335.3,25.48,863.51
2016-01-15T21:00:00Z,10.32,329.4,23.79,862.55
2016-01-15T22:00:00Z,8.42,334.6,24.09,863.01
2016-01-15T23:00:00Z,7.89,341.1,22.86,861.92
2016-01-16T00:00:00Z,9.63,336.8,22.83,862.79
2016-01-16T01:00:00Z,10.36,330.3,22.8,861.87
2016-01-16T02:00:00Z,7.54,333.6,23.44,862.82
2016-01-16T03:00:00Z,9.49,343.7,24.92,863.52
2016-01-16T04:00:00Z,7.73,343.0,25.09,863.44
2016-01-16T05:00:00Z,8.84,347.3,26.92,863.78
2016-01-16T06:00:00Z,10.42,344.9,26.98,864.12
2016-01-16T07:00:00Z,12.17,339.7,28.8,864.68
2016-01-16T08:00:00Z,12.31,352.5,29.35,865.45
2016-01-16T09:00:00Z,6.75,352.7,30.17,865.33
2016-01-16T10:00:00Z,8.52,359.9,29.86,865.32
2016-01-16T11:00:00Z,8.98,4.6,30.29,866.02
2016-01-16T12:00:00Z,11.11,355.0,31.4,866.69
2016-01-16T13:00:00Z,10.54,349.1,30.84,866.04
2016-01-16T14:00:00Z,12.35,349.1,31.0,865.7
2016-01-16T15:00:00Z,9.33,347.7,29.46,864.57
2016-01-16T16:00:00Z,8.55,345.2,27.26,864.28
2016-01-16T17:00:00Z,10.77,349.5,27.89,864.55
2016-01-16T18:00:00Z,8.44,351.7,26.99,863.54
2016-01-16T19:00:00Z,6.98,1.3,25.35,863.09
2016-01-16T20:00:00Z,9.13,355.6,24.57,863.83
2016-01-16T21:00:00Z,8.33,5.2,24.16,863.08
2016-01-16T22:00:00Z,11.4,4.0,23.24,862.32
2016-01-16T23:00:00Z,8.47,350.7,23.83,862.8
2016-01-17T00:00:00Z,9.98,351.3,23.1,862.36
2016-01-17T01:00:00Z,12.3,330.0,23.01,862.39
2016-01-17T02:00:00Z,11.73,333.3,23.16,862.15
2016-01-17T03:00:00Z,11.25,325.2,24.23,863.07
2016-01-17T04:00:00Z,9.28,327.3,26.12,863.57
2016-01-17T05:00:00Z,8.2,325.0,25.28,863.66
2016-01-17T06:00:00Z,10.67,318.7,26.68,864.24
2016-01-17T07:00:00Z,5.7,319.1,28.22,865.23
2016-01-17T08:00:00Z,11.92,330.5,28.24,864.84
2016-01-17T09:00:00Z,14.0,330.8,29.61,865.38
2016-01-17T10:00:00Z,9.73,325.0,30.73,865.64
2016-01-17T11:00:00Z,9.1,303.7,31.12,865.93
2016-01-17T12:00:00Z,9.8,298.9,31.75,866.19
2016-01-17T13:00:00Z,9.92,296.7,30.74,865.81
2016-01-17T14:00:00Z,12.27,294.5,30.34,865.64
2016-01-17T15:00:00Z,10.6,278.4,28.8,864.94
2016-01-17T16:00:00Z,7.73,279.0,29.65,865.35
2016-01-17T17:00:00Z,10.16,288.5,28.46,865.21
2016-01-17T18:00:00Z,12.05,287.9,27.22,864.42
2016-01-17T19:00:00Z,7.2,278.0,26.13,863.69
2016-01-17T20:00:00Z,8.08,278.6,25.54,863.77
2016-01-17T21:00:00Z,9.06,277.2,23.87,862.42
2016-01-17T22:00:00Z,9.57,285.3,23.49,862.33
2016-01-17T23:00:00Z,8.29,272.8,22.63,862.11
2016-01-18T00:00:00Z,12.38,267.8,23.29,862.51
2016-01-18T01:00:00Z,8.93,261.0,22.92,862.37
2016-01-18T02:00:00Z,10.66,245.9,23.84,862.77
2016-01-18T03:00:00Z,11.31,246.6,24.19,863.05
2016-01-18T04:00:00Z,13.42,243.5,24.82,862.6
2016-01-18T05:00:00Z,12.22,254.4,25.81,863.66
2016-01-18T06:00:00Z,12.15,266.5,27.34,864.29
2016-01-18T07:00:00Z,12.2,264.8,28.15,864.51
2016-01-18T08:00:00Z,12.15,272.8,28.15,864.71
2016-01-18T09:00:00Z,14.77,267.5,29.26,864.8
2016-01-18T10:00:00Z,10.31,269.4,30.75,866.26
2016-01-18T11:00:00Z,10.8,272.6,30.07,865.35
2016-01-18T12:00:00Z,10.93,276.9,30.94,865.36
2016-01-18T13:00:00Z,7.49,282.2,31.31,866.28
2016-01-18T14:00:00Z,6.29,290.0,30.51,865.45
2016-01-18T15:00:00Z,10.53,294.1,29.39,865.38
2016-01-18T16:00:00Z,7.48,292.2,28.65,865.1
2016-01-18T17:00:00Z,9.5,298.8,28.03,864.63
2016-01-18T18:00:00Z,7.79,287.2,27.2,864.5
2016-01-18T19:00:00Z,5.87,287.8,26.22,864.03
2016-01-18T20:00:00Z,8.2,297.5,25.01,863.18
2016-01-18T21:00:00Z,10.25,301.2,24.36,863.24
2016-01-18T22:00:00Z,8.24,282.6,23.68,862.7
2016-01-18T23:00:00Z,5.6,302.9,23.29,862.16
2016-01-19T00:00:00Z,10.78,306.5,22.66,862.1
2016-01-19T01:00:00Z,7.51,311.6,22.68,862.62
2016-01-19T02:00:00Z,7.55,322.3,24.18,862.96
2016-01-19T03:00:00Z,11.36,323.6,24.23,862.5
2016-01-19T04:00:00Z,9.7,306.5,25.31,863.63
2016-01-19T05:00:00Z,12.14,297.5,26.11,863.68
2016-01-19T06:00:00Z,15.17,298.6,27.26,864.48
2016-01-19T07:00:00Z,9.88,294.1,27.66,864.92
2016-01-19T08:00:00Z,12.97,293.2,29.75,865.53
2016-01-19T09:00:00Z,6.91,287.4,30.25,865.43
2016-01-19T10:00:00Z,11.48,263.7,31.35,865.84
2016-01-19T11:00:00Z,12.49,275.4,30.37,865.57
2016-01-19T12:00:00Z,5.37,266.0,30.47,865.62
2016-01-19T13:00:00Z,8.18,274.7,30.15,865.89
2016-01-19T14:00:00Z,8.5,273.1,30.9,865.96
2016-01-19T15:00:00Z,10.99,281.3,29.62,865.84
